Tipo de tarea,Intención,Socioestructura,Nombre de la tarea,Enlace Imagen,Imagen,Vídeo,Descripción de la tarea
Situación de partido,Ataque de área estando,XxX,Ataque contra defensa hundida,https://drive.google.com/file/d/1pwm54nxKnsecjhB7C0FfK1VsO78_ODwc/view?usp=sharing,,https://drive.google.com/file/d/1O5GNECSYsjV26zH7hlPf1o4qObpy2_Dw/view?usp=sharing,"Un equipo realiza un ataque contra una defensa situada en bloque bajo. Si el balón sale fuera de los límites del juego se mete otro rápidamente para trabajar el reposicionamiento.
La puntuación de la tarea es la siguiente:
- Gol --> 5 puntos
- Despeje al campo --> 1 punto
- Conducción o pase entre las porterías --> 3 puntos
Cada 2 acciones se hacen rotaciones por posiciones."
Situación de partido,Defensa de área estando,5x5*,Defensa de área en bloque bajo,https://drive.google.com/file/d/1RwXN4HVN33syMJFGD2WL4so01yYsXkRX/view?usp=sharing,,https://drive.google.com/file/d/1als-tMMJT8nOffmM3TbOwPw-Y-560YrV/view?usp=sharing,"Defensa de área en bloque bajo con 5 defensas ante 5 atacantes más 2 comodines.
Un tercer equipo espera alrededor de la jugada.
Cuando se produce el robo o el despeje, entra el grupo que estaba esperando y ataca contra los que habían realizado el útlimo ataque.
Si se marca gol, el equipo que lo ha logrado repite ataque."
Situación de partido,Ataque de área llegando,6x4,6vs4 en dos campos,https://drive.google.com/file/d/1Xr0ZDYHWcCandKO2ivO7pfJyTNo0NJzP/view?usp=sharing,,https://drive.google.com/file/d/1V66zyckZrASQY0wy4L88yT8C6A6xVu90/view?usp=sharing,"Ataque de 6 contra Defensa de 4 en la cual los atacantes circulan mientras los defensas van haciendo saltos a la presión, correcciones y recuperaciones. En el momento que deseen los jugadores ofensivos, inician un ataque buscando finalizar en portería. Si los defensores roban, tienen que intentar contactar con sus compañeros de la otra mitad del campo. Para evitarlo, los jugadores que han perdido el balón inician una presión tras pérdida que, si no es exitosa, obligará a un repliegue hasta la zona central.
Si el ataque es exitoso, se inicia en el otro campo pero se evita la transición defensiva y el repliegue. (2´/1´)."
Situación de partido,Ataque de área llegando,6x6*,Ataque 7vs6 en 3/4,https://drive.google.com/file/d/1Mae5_XgZsvPEWAREFSH_IzgZ5dbTN1ns/view?usp=sharing,,https://drive.google.com/file/d/1DUf1umWrZSPHYnZ9KMMSg9DZTr1BkGYO/view?usp=sharing,"Ataque vs Defensa: Los 4 centrocampistas y los dos delanteros, con la ayuda de un comodín inician ataques contra 4 defensas y 2 mediocentros. Si estos roban, intentan contactar con los jugadores que están descansando."
Situación de partido,Ataque de área llegando,XxX,Ataques 10vs9,https://drive.google.com/file/d/1PbYPjsxPWvGV44LA_g9huPCtAgtqFW1J/view?usp=sharing,,https://drive.google.com/file/d/1WItVfODeXQC1_9lpxhK8wigY6fj5dZqO/view?usp=sharing,"Ataque vs Defensa. La línea de medios, delanteros y  laterales buscan superar a los defensas y medios para marcar gol. El equipo que defiende trata de robar el balón y conectar el balón con el jugador descolgado para que este conecte con la línea de medios."
Situación de partido,Ataque de área llegando,XxX,Ataque y presión tras pérdida por zonas,https://drive.google.com/file/d/1_Np9tChkgNXk4NO6yg7xWGVXYza0ng6E/view?usp=sharing,,https://drive.google.com/file/d/1AymYVwi3mV5-adCpG_4C4jczLmiJjGqS/view?usp=sharing,Un equipo realiza un ataque posicional contra una defensa en inferioridad que tendrá como objetivo robar la pelota y conseguir sacar el balón de la zona de robo o anotar en la portería central.
Situación de partido,Ataque de área llegando,XxX,Ataques distintos en función de las zonas,https://drive.google.com/file/d/1jcA2hnj5kGcXaJ6erlwdAEWxvrEqnCM1/view?usp=sharing,,https://drive.google.com/file/d/1yz4-cM7yVhWAoWXuG4WkoUPrIWBnkL6u/view?usp=sharing,"Ataque-defensa con diferenciación de roles de los jugadores exteriores (por dentro para combinar, por fuera para centrar de 3⁄4 o llegar a línea de fondo). El equipo ofensivo trata de superar a los defensas o por dentro o por fuera para posteriormente anotar en la portería grande.
Hasta que la pelota no salga del rectángulo central, no se juega fuera de él. Cuando sale, se lanza un ataque (preferentemente rápido).
El equipo que defiende tiene que intentar robar la pelota y anotar en portería o dar 5 pases seguidos.
*Tras un centro de una banda se realiza una segunda acción desde la banda contraria."
Situación de partido,Ataque de área llegando,XxX,Ataque en zona central y apariciones en carril lateral,https://drive.google.com/file/d/1jQ1NPIp4CHpYGUZjmUTHjC076RWuUzGa/view?usp=sharing,,https://drive.google.com/file/d/1X8oAraA2Ud7mor0VDfxZcO0OlMt_qdvi/view?usp=sharing,"5 jugadores inician un ataque en el carril central intentando finalizar en portería grande, pudiendo realizar desmarques a los carriles laterales o usar ahí a los jugadores exteriores.
En el momento en el que la pelota entre a dichos carriles, pasarán a actuar también los defensores de los mismos. (uno defendiendo el carril y otro incorporándose al central)
Si en algún momento los defensores roban la pelota, inician una transición ofensiva intentando anotar en las porterías pequeñas."
Situación de partido,Ataque de área llegando,XxX,Ataque vs defensa con zonas marcadas e instrucciones específicas,https://drive.google.com/file/d/1VVcV1SZZHA9Ew6FfAsRyGDsBMIjxa-O3/view?usp=sharing,,https://drive.google.com/file/d/13fglN_Sab8nD-YAwt9HoktbmVqFzW3sy/view?usp=sharing,Dinámica de ataque y defensa en la que se divide el campo en zonas y se van dando instrucciones generales tanto en ataque como en defensa.
Situación de partido,Defensa de área llegando,6x5,Defensas en inferioridad ante ataques llegando al área,https://drive.google.com/file/d/1zNVBzhoME-607JURwsaGUCiOnoVLqpg6/view?usp=sharing,,https://drive.google.com/file/d/1GlKGkISgjJ6RQAN-cZ7b0zyRigKtjyVB/view?usp=sharing,"Situación de ataque defensa en la que se incide en la defensa en inferioridad tanto en el momento de ataque como en el de la presión tras pérdida (intervienen dos jugadores del equipo que está esperando para modificar la desigualdad numérica).
*Se introducen segundos balones para darle dinamismo a la tarea y para trabajar las reubicaciones."
Situación de partido,Defensa de área llegando,XxX,Defensas en inferioridad y transición hacia descolgados,https://drive.google.com/file/d/1e_9Wj_mZ2BHjV1V0tMzDJVTFXex11Gtl/view?usp=sharing,,https://drive.google.com/file/d/1Ry5FRN8U2lFSDq54YP5eWlhf67g3XI8g/view?usp=sharing,"Un equipo inicia un ataque en en el que tras superar el medio campo, tendrá superioridad y tratará de hacer gol. El equipo que defiende, tiene que intentar robar y contactar con los descolgados para anotar en la portería rival."
Situación de partido,Defensa de área estando,XxX,Defensas en inferioridad,https://drive.google.com/file/d/18rw0RHvHxRcCn86tLCYC0TlGlrbmvx5D/view?usp=sharing,,https://drive.google.com/file/d/1nRE2ftlPyNaICHcr1NVJhIiI3zLNMwD4/view?usp=sharing,"Defensas contra un ataque que cuenta con superioridad en los carriles exteriores (ahí se activan dos jugadores que solo actúan en la fase ofensiva).
Si se produce robo, se intenta conectar con los tres jugadores que están esperando y los que han perdido, se activan tras la pérdida para evitarlo."
Situación de partido,Defensa de área estando,XxX,Defensas en inferioridad en carriles externos,https://drive.google.com/file/d/1KHxl41zvEtHHdfH-cHfFydaexb-W0FW0/view?usp=sharing,,https://drive.google.com/file/d/1RFIZhvCXJ0keLn3esqpQmpN_ZQMRGXLq/view?usp=sharing,"Defensas contra un ataque que cuenta con superioridad en los carriles exteriores.
Si se produce robo, se intenta conectar con los tres jugadores que están esperando y los que han perdido, se activan tras la pérdida para evitarlo."
Situación de partido,Ataque de área llegando,XxX,Ataque 6vs4 - 1/2 tras segunda jugada,https://drive.google.com/file/d/1DZaCz4jRbQpl-f839LLhITu33CXZv1wq/view?usp=sharing,,https://drive.google.com/file/d/12bYs6NhYe49wGyNIicZU0wAP0Zx_gis-/view?usp=sharing,"Ataque 6vs4 - 1/2 en el cual se decide qué equipo de 6 ataca según el que gane la caída del desplazamiento en largo con  el que inicia la jugada.
A medida que pasa el tiempo de la jugada se van incorporando jugadores defensivos"
Situación de partido,Defensa de área estando,XxX,Defensa 10vs10 en bloque bajo,https://drive.google.com/file/d/13owl0ZxigQgHQAGw6KI6bTow-0RMLjyq/view?usp=sharing,,https://drive.google.com/file/d/1YlkO6U488K9uC4-Dr0WHsKfgRaUwhcOF/view?usp=sharing,Ataque vs defensa en bloque bajo que intenta salir a la contra y atravesar el centro del campo en conducción o pase.
Situación de partido,Defensa de área estando,XxX,Defensa en bloque bajo en inferioridad,https://drive.google.com/file/d/17cJiDXuhg1ygfjUfterQ7cl5OYb_O33Y/view?usp=sharing,,https://drive.google.com/file/d/1WCG6iftSAdF9ltJqhJSnTwxNn-tXi842/view?usp=sharing,Ataque vs defensa en inferioridad en bloque bajo que intenta salir a la contra y atravesar el centro del campo en conducción o pase o anotar en la portería grande.
Situación de partido,Progresión juego exterior Z 2-3,XxX,Ataque con zona de conquista en carril exterior y portería,https://drive.google.com/file/d/1x7W6xpJlaofElA0JTEqOYEeGIgwiGw4n/view?usp=sharing,,https://drive.google.com/file/d/1WhxIp4yoM4scjT0C1SIWNT1pZPLlpWRt/view?usp=sharing,"Ataque vs defensa con puntuación por conquistar zonas en carriles exteriores y por anotar en portería grande.
El equipo que inicia defendiendo, tiene que intentar robar y salir  en transición ofensiva para conquistar la línea de fondo rival."
Situación de partido,Priorizar recuperar tras pérdida Z 3-4,XxX,Ataque contra defensa y doble transición,https://drive.google.com/file/d/16TzzvktfUG9UExMMFNr_AMZjm-bb8fiD/view?usp=sharing,,https://drive.google.com/file/d/1c8Yaq_IN9W0JIAQsSFK6bhMd3OsfkjMg/view?usp=share_link,"Ataque posicional con el objetivo de hacer gol en la portería principal.
El equipo que defiende tiene que intentar robar y hacer una transición ofensiva.
La portería grande del centro vale 3 puntos, la de los laterales, 1 o 2 (en función de si es la del carril de pérdida o la del alejado) y la del fondo, 5.
El equipo que ha perdido la posesión realiza presión tras pérdida intentando prohibir que salga el balón de la zona de pérdida.
*Se puede dar un segundo balón al equipo que empieza defendiendo para forzar así la pérdida."
Situación de partido,ABP Ofensivo,XxX,Ensayo analítico de córner ofensivo,https://drive.google.com/file/d/1y2OrPq4r7yTb-b3CD5IrgRtzTzcvLUAy/view?usp=sharing,,https://drive.google.com/file/d/1-4jFflTIvOa4n6_ouGAc7zuh-ruCMrRD/view?usp=sharing,"Ensayo del balón parado ofensivo.
- Córner."
Situación de partido,ABP Ofensivo,XxX,Ensayo analítico de saque de banda ofensivo,https://drive.google.com/file/d/1g1o4rQw8-zNfa4Z5pqC7qHc21F7K_YbL/view?usp=sharing,,https://drive.google.com/file/d/1vvKexjHDozlzRJNpkp4ZgqyDjyfYbuxY/view?usp=sharing,"Ensayo del balón parado ofensivo.
- Saque de banda."
Situación de partido,ABP Ofensivo,XxX,Saques de banda vs trasnsición a doble área o centro del campo,https://drive.google.com/file/d/1XjaMO5oomKxxAehxCO9aWMmHYieexcJZ/view?usp=sharing,,https://drive.google.com/file/d/1eiG2CRzTbSPvwx32wN9Xs6-ccwvnHoMV/view?usp=sharing,Ataque y defensa de saques de banda más rechaces y contragolpes para anotar en portería que está en el doble área o salida en conducción hasta el centro del campo.
Situación de partido,ABP Ofensivo,XxX,Ensayo analítico de falta lateral ofensiva,https://drive.google.com/file/d/1zR0_FjcEo0-bFx4luI6OJmAXZqxANRg1/view?usp=sharing,,https://drive.google.com/file/d/1YfzSPs2sTtprFnGlqxX5ekb6BNlKxA5h/view?usp=sharing,"Ensayo del balón parado ofensivo.
- Falta lateral."
Situación de partido,ABP Ofensivo,XxX,Ensayo analítico de falta frontal ofensiva,https://drive.google.com/file/d/1DLOea3isj6zkK1LviHuN44cjiog1yzhK/view?usp=sharing,,https://drive.google.com/file/d/1zJw-ICLxmit2pgf1cNla2tPKl8jOMVba/view?usp=sharing,"Ensayo del balón parado ofensivo.
- Falta frontal."
Situación de partido,ABP Ofensivo,XxX,Ensayo de saque de centro ofensivo analítico,https://drive.google.com/file/d/1bbreDzel8FmNEiLEeDGG5bBPsBMdHjk_/view?usp=sharing,,https://drive.google.com/file/d/1OttZjCbXZcf-AvmII8uuzUKj8q4q-wGk/view?usp=sharing,"
Ensayo del balón parado ofensivo.
- Saque de centro."
Situación de partido,ABP Defensivo,XxX,Córner más doble área o contrataque,https://drive.google.com/file/d/1ClzC4y4NXiLjQFleUloLZsD3RgfM99cA/view?usp=sharing,,https://drive.google.com/file/d/1QYKYseqs4_5KecG3rnu4kGLJ2m3CmXTd/view?usp=sharing,Defensa de córners más rechaces y contragolpes para anotar en portería que está en el doble área o salida en conducción hasta el centro del campo.
Situación de partido,ABP Defensivo,XxX,Córner con puntuaciones diversas,https://drive.google.com/file/d/1nG1mdbVVcQPJsrDxHXS2av9DtljNvhLG/view?usp=sharing,,https://drive.google.com/file/d/122IXcEEpQM1pNxWz3EADcNOOw-5B6Z-y/view?usp=sharing,"Córners con puntuaciones según diversos eventos:
- Gol --> 5 puntos.
- Salida al contraataque exitosa --> 4 puntos.
- Remate --> 3 puntos.
- Despeje --> 2 puntos.
- No remate ni despeje --> 1 punto."
Situación de partido,ABP Defensivo,XxX,Saques de banda más doble área o contrataque,https://drive.google.com/file/d/1U4olkDQ0lmx2DjXqAhDaAJ83hc4l2uQX/view?usp=sharing,,https://drive.google.com/file/d/1zd7aXr2N8Y8I6A1fzXqWIqfKOJGPCkfO/view?usp=sharing,Defensa de saques de banda más rechaces y contragolpes para anotar en portería que está en el doble área o salida en conducción hasta el centro del campo.
Situación de partido,ABP Defensivo,XxX,Faltas laterales defensivas más doble área o contraataque,https://drive.google.com/file/d/1ElnLgFODu4VgVKKeAFsA0Egiluqy7KYO/view?usp=sharing,,https://drive.google.com/file/d/1k497BdANXrBFA2DgKwQ_EKDU7AfkUQqw/view?usp=sharing,Defensa de faltas laterales más rechaces y contragolpes para anotar en portería que está en el doble área o salida en conducción hasta el centro del campo.
Situación de partido,ABP Ofensivo,XxX,Faltas laterales ofensivas más doble área o contraataque,https://drive.google.com/file/d/1ElnLgFODu4VgVKKeAFsA0Egiluqy7KYO/view?usp=sharing,,https://drive.google.com/file/d/1k497BdANXrBFA2DgKwQ_EKDU7AfkUQqw/view?usp=sharing,Ataque de faltas laterales y contragolpes para anotar en portería que está en el doble área o salida en conducción hasta el centro del campo.
Situación de partido,ABP Defensivo,XxX,Faltas frontales más contraataque,https://drive.google.com/file/d/1dTFxVWj9mnXJW-LXD6TIZbKdDLjifdHz/view?usp=sharing,,https://drive.google.com/file/d/1G6nRA1JHQexWP93WaCoRNzgWLW7o1rCc/view?usp=sharing,Defensa de faltas frontales más rechaces y contragolpes para anotar en portería que está en el centro del campo o atravesar la línea divisoria.
Situación de partido,Finalizar / Evitar Finalizar,1x0,Golpeos tras depejes,https://drive.google.com/file/d/1MUrhE-YuwLGZmqW5nwZtPMBA9dpjptgH/view?usp=sharing,,https://drive.google.com/file/d/1r6mAZAcz57a6Qagr_Ui1WxmDvJUEyltJ/view?usp=sharing,"Los defensas se colocan en el área pequeña y reciben un balón centrado. Tienen que imponerse a los muñecos de aire y despejar.
En la frontal se encuentran tres jugadores esperando coger ese despeje para tirar a portería."
Situación de partido,Finalizar / Evitar Finalizar,1x0,Finalizaciones de fuera del área tras combinación simple,https://drive.google.com/file/d/1sFikaM6hLmzeozax9tD4z5mnNr1KYIz9/view?usp=sharing,,https://drive.google.com/file/d/1s3yVVXHmqKrSQN3pr4Vedc6s_TCxWhrI/view?usp=sharing,"Competición de finalizaciones simples con combinación de pases para una dejada al borde del área y tiro desde ahí. Puntuación: parada portero 0 puntos, gol 3 puntos, fuera de palos menos 1."
Situación de partido,Finalizar / Evitar Finalizar,1x0,Tiros tras dejadas de cara,https://drive.google.com/file/d/17qkUWPKZC87RCxZB4cXudj2gv7arXxWj/view?usp=sharing,,https://drive.google.com/file/d/1T9rmqjeA3kZuopFlT98iGvvP_Z45uUOp/view?usp=sharing,Se realiza una rueda de pase basada en el tercer hombre y en el desmarque en el momento oportuno hasta que se llega a la frontal donde se produce la última dejada y el tiro a portería.
Situación de partido,Finalizar / Evitar Finalizar,2x0,Rueda de tiros,https://drive.google.com/file/d/1hyBwLGgCRFrM4UjBx_tvteXS-V1Cjtzz/view?usp=sharing,,https://drive.google.com/file/d/1lwKqSLvKMdOBGdmshCuqcbD4wMASU_TO/view?usp=sharing,"Dos jugadores se colocan en el punto de penalti y ahí reciben varios pases de diversas zonas (tras ser anunciada por el lanzador del pase o tras realizar desmarque) para que finalicen en uno o dos toques.
El compañero que no remata tiene que estar atento a ver si coge el posible rechace."
Situación de partido,Finalizar / Evitar Finalizar,5x4,Finalizaciónes de atacantes y defensa de defensores,https://drive.google.com/file/d/1eFBX8Xz3AmsO5dd1voa_L6rRHMnohgDT/view?usp=sharing,,https://drive.google.com/file/d/1IUjZqV26G-fMjYCbW1hZpWY_NOvF5LzP/view?usp=sharing,"Los atacantes lanzan el balón a una de las dos bandas y a partir de ahí entran a rematar 1, 2, 3 o 4 jugadores (van cambiando el número).
Los defensores responden a la actuación de los atacantes para emparejar y librar en primer palo si es posible. El lateral de la banda que centran sale a taponar ese envío. Si lo consigue se lanza un segundo balón a esa banda y se juega como si hubiera habido un despeje.
"
Situación de partido,Finalizar / Evitar Finalizar,XxX,Finalización de defensas y defensa de atacantes,https://drive.google.com/file/d/1c7KuowIK8Wd6ns9PTl4oyOz0dmMvvDOy/view?usp=sharing,,https://drive.google.com/file/d/1kMlz3-_ebfEny73DLcFeTJ886gN5B1gu/view?usp=sharing,Los defensas entran a rematar a un córner defendido por los atacantes y tras esa jugada se envía un balón al sacador del córner que se había reincorporado al juego para poner un segundo balón (como si hubiera recibido un despeje).
Situación de partido,Finalizar / Evitar Finalizar,Xx0,Técnica colectiva para finalizaciones variadas,https://drive.google.com/file/d/1xUtQHnX4QxvH1p-QmRJxxgG13Tq8CpAs/view?usp=sharing,,https://drive.google.com/file/d/1yCxEJ8J7CMRBwssaM5pxZUu46YuKmm27/view?usp=sharing,Técnica colectiva con juego interior y exterior para acabar con finalizaciones variadas.
Situación de partido,Finalizar / Evitar Finalizar,3x1,2 Finalizaciones específicas,https://drive.google.com/file/d/1HVJJnN9kH1p5eczj2t3ic9io5ezvEWMW/view?usp=sharing,,https://drive.google.com/file/d/19XOkVyep8WaqY6v8hDtEnEg1PAtRKGQf/view?usp=sharing,"Evoluciones sin oposición que parten de una disputa de mc, una caída y apertura a banda para que se juegue una pared y se centre el balón.
Defiende uno y entran a rematar dos puntas y extremo de banda contraria. Cuando acaba la acción se lanza un balón a la zona de rechace para que finalicen en tiro los mediocentros."
Situación de partido,Finalizar / Evitar Finalizar,6x4,3 Finalizaciones específicas,https://drive.google.com/file/d/1nNeX84up4eF7o1U8DSxhk7Fz4NEwvzZt/view?usp=sharing,,https://drive.google.com/file/d/1DnhxABXvDbUf1CXDxFYC3VtWKO1DwX2q/view?usp=sharing,"Finalizaciones encadenadas en 6vs4. Entrada por banda, con centro y remate. Segundo balón a la frontal del área para golpeo a puerta de los medio centros y tercer balón a banda contraria para una acción libre."
Situación de partido,Finalizar / Evitar Finalizar,2x0,Pases y finalizaciones,https://drive.google.com/file/d/18Cvo-EENbRmkPignijI-UfPSQuqwhh5t/view?usp=sharing,,https://drive.google.com/file/d/1B-NA9RCo0_ThMZRgQ82LYsFwRmbD87dx/view?usp=sharing,"Ejercicios de finalización por parejas.
A) Sale una pareja de una portería y pasa el balón a un miembro de otra pareja que está entre medio de las dos porterías. Este deja de cara al que no la ha pasado y este la pasa al espacio al que no la ha recibido para que defina ante el portero.
B) Pase cruzado a la pareja del medio. Un jugador la deja pasar y realiza un desmarque para el balón que le enviará el receptor al espacio. A partir de ahí, define ante el portero."
Situación de partido,Finalizar / Evitar Finalizar,2x1,Paredes o semiparedes en carril central,https://drive.google.com/file/d/1fGy1Fx0d-HgmrPbPKHIhEOmI6Q_vTktG/view?usp=sharing,,https://drive.google.com/file/d/1yeopVRYhBCnNzPCqSt0L_V8rY0gOQY7_/view?usp=sharing,"Los jugadores interiores reciben una pelota desde la banda y en función de la presión que haga el defensa se opta por un control con perfilación más fijación y pared o dejar pasar el balón y seguir la semipared.
Tras ambas opciones se finaliza en portería y se recupera la posición.
El defensa si roba intenta salir en conducción o anotar en miniporterías."
Situación de partido,Finalizar / Evitar Finalizar,3x2,Finalizaciones tras pases filtrados y dejadas de cara en carril central,https://drive.google.com/file/d/13cTQgjxX6jTajE3ii6Uj5de6K98E1tUq/view?usp=sharing,,https://drive.google.com/file/d/1Gp-K20I_sKYmDOs6ryJP2_ztZ_TGAASU/view?usp=sharing,"2 finalizaciones consecutivas en parejas con ayuda de un jugador exterior:
- La primera se produce tras una combinación de pases filtrados y dejadas de cara en carril central + apertura de banda y centro lateral.
- En la segunda, el jugador que ha centrado viene a recibir un balón al carril central y combina con los dos rematadores para que con su ayuda, jueguen un dos para dos en zona de finalización."
Situación de partido,Finalizar / Evitar Finalizar,Xx0,3 Finalizaciones ante bloque bajo,https://drive.google.com/file/d/1a5gQCMxfs7UPBXebiypbYQLWaC2piRPl/view?usp=sharing,,https://drive.google.com/file/d/1bnVBTP6qxuHVSPemuLYpjFmDFDlYDQ0X/view?usp=sharing,Sucesión de 3 finalizaciones ante un bloque bajo combinando movimientos de apoyo y ruptura para finalizar desde distintas posiciones.
Situación de partido,Finalizar / Evitar Finalizar,XxX,Finalizaciones ante defensas pasivas,https://drive.google.com/file/d/10An1eWI2txVjEsxe0VcC7WhoqM69XdtV/view?usp=sharing,,https://drive.google.com/file/d/1FKKPExonW7sHkLPjD7q_i9vtuVGaTjxw/view?usp=sharing,"Movimientos en zonas de pre-finalización y finalización contra una defensa pasiva. Si la jugada acaba en gol, en la siguiente acción se vuelve a atacar, si la para el portero, el equipo que ha atacado pasa a hacer defensa pasiva en bloque bajo y si el remate acaba fuera de portería, se vuelve a bloque medio-bajo. "
Situación de partido,Finalizar / Evitar Finalizar,XxX,3 Finalizaciones encadenadas,https://drive.google.com/file/d/11r6z0CWqd4zyc8J0Xypy-GCqWe5oM8uD/view?usp=sharing,,https://drive.google.com/file/d/1EjC3gJY2eCYR0GkU_POZQ-wJbefY16Hc/view?usp=sharing,"·3 acciones ofensivas encadenadas de 7 vs 4:
- Ataque combinado.
- 1vs1 en banda.
- Rechace en la frontal."
Situación de partido,Finalizar / Evitar Finalizar,XxX,Finalizaciones tras paredes,https://drive.google.com/file/d/1k0eSwuJTX-UM__fBl2fYQaQ4ql08dEHH/view?usp=sharing,,https://drive.google.com/file/d/15H8W5-khkpciDZoXAMOcVoikdp4ys7Z7/view?usp=sharing,"3 finalizaciones combinadas tras un intento de pared en distintas zonas del campo.
Si el defensa roba el balón realiza un disparo de fuera del área antes de que se le echen encima los atacantes que han participado en esa acción."
Situación de partido,Finalizar / Evitar Finalizar,1x0,Finalizaciones encadenadas,https://drive.google.com/file/d/1SkWHEKUjq1rfqK_Duh2Nl7Fsba18epQq/view?usp=sharing,,https://drive.google.com/file/d/12tU_PyWKYGhsvxZm8yv9ebUIF4R8pmOu/view?usp=sharing,"Finalizaciones encadenadas. Rueda de pase/centro 
y remates en dos porterías enfrentadas. Trabaja un 
equipo y el otro recoge balones."
Situación de partido,Finalizar / Evitar Finalizar,2x1,Finalizaciones encadenadas individuales y parejas,https://drive.google.com/file/d/1NGNgVGvjEw4m4zWxvk1j-m5Gi33g6L9c/view?usp=sharing,,https://drive.google.com/file/d/1m4g8sDDRSr9waeB_brwm6XU8nCk6xX4U/view?usp=sharing,Finalizaciones encadenadas por parejas  con centro y remate (de ambas bandas tras acción previa de pared / doble pared / regate) y doble tiro de fuera del área. Tras una ronda completa se cambian los roles.
Situación de partido,Finalizar / Evitar Finalizar,Xx0,Finalizaciones ganadas con goles,https://drive.google.com/file/d/19zWddmFPkJhRefCwYQFt9bBjgq8ixMWb/view?usp=sharing,,https://drive.google.com/file/d/1-lO1Wg9dSg8olzMKtTbMZ04ESiaZCc9z/view?usp=sharing,"Con el grupo dividido en tríos, un jugador de un trío recibe un pase y juega un mano a mano contra el portero, si mete gol, un compañero suyo se incorpora al ataque y el otro pone un centro (tras realizar una pared o un regate) para que rematen estos dos. Si meten gol, el que ha realizado el centro, recibirá un tercer pase para realizar un disparo desde fuera del área.
En el momento en el que no se mete gol (directo o de rechace) el grupo que estaba colaborando con pases, empieza a finalizar.
*Se realiza competición entre tríos."
Situación de partido,Finalizar / Evitar Finalizar,5x3,3 ataques tras pase filtrado,https://drive.google.com/file/d/1gVNZtMk91zNZA-D7dODh57R0fHZFRIE5/view?usp=sharing,,https://drive.google.com/file/d/11u_KI23-U7KR_86oa8OJyOvfWD-zUMzW/view?usp=sharing,"Finalización que parte de un pase a la espalda de uno de los 5 atacantes que se enfrentan a 3 defensores.
Tras ello se provoca una situación de centro remate y otra de lanzamiento de fuera del área."
Situación de partido,Finalizar / Evitar Finalizar,3x0,Finalizaciones en distintos contextos,https://drive.google.com/file/d/1e54hsh7dWoEjKJvCN79XJ5cWZ1XfUpHl/view?usp=sharing,,https://drive.google.com/file/d/17M5UqUH73c8p3xBW3VJexX_bWzKZHdvm/view?usp=sharing,"Finalizaciones encadenadas con:
1- Tiro fuera del área.
2- 1 vs portero.
3- Centro línea de fondo.
4- Centro 3⁄4
Tras ello se produce un ataque 4vs3. *Al finalizar se
cambian roles y los que estaban fuera entran."
Situación de partido,Finalizar / Evitar Finalizar,3x2,Transiciones 3vs2,https://drive.google.com/file/d/1m5CHrVVvRdRm_baaN944Gcu52KxsUkQ-/view?usp=sharing,,https://drive.google.com/file/d/10A-eBYl7r61F-QIY2LJMFiPddSvaD2lj/view?usp=sharing,"Transiciones defensa ataque en 3vs2 con el objetivo de acabar rápido en la portería contraria. Los defensas tratan de evitarlo y si lo logran, lanzan un contraataque (los que han perdido realizan presión tras pérdida)."
Situación de partido,Finalizar / Evitar Finalizar,3x2,Transiciones 3vs2 y 1vs1,https://drive.google.com/file/d/1QRxCFLUbLHh13n9AbhRgO8934up_2ui8/view?usp=sharing,,https://drive.google.com/file/d/1-HG1DASmJe2ZQeqFWm_vEN5n9zznqUD1/view?usp=sharing,"Transiciones en 3vs2 y 1vs1. Un equipo empieza atacando y le salen dos defensores de otro equipo.
Cuando acaba el ataque, los defensas se abren a los carriles laterales y reciben un balón cada uno. En el carril central sale el tercer miembro del trío y los tres realizan un 1vs1 para finalizar en portería grande o pequeña según corresponda.
Tras finalizar esto, los 6 jugadores se retiran."
Situación de partido,Finalizar / Evitar Finalizar,2x1,Ataques 2vs1 y 3vs3,https://drive.google.com/file/d/1cUbqvqdIQhAVaeN6ij-4vVwKPioi8e35/view?usp=sharing,,https://drive.google.com/file/d/17PG8kMOwd1O2J5yGvlaNEW1gWzimoJRm/view?usp=sharing,"Dos parejas realizan ataques contra un defensor con el objetivo de anotar en una miniportería. La pareja que antes consiga gol, pasará a atacar junto con el defensor del otro lado en un 3vs3 (el defensor que ha recibido gol y la pareja que no ha anotado)."
Situación de partido,Finalizar / Evitar Finalizar,3x2,Transiciones 3vs2 o 2vs1,https://drive.google.com/file/d/1a7DiQB_1liML7JpHVGHYhGW_k_UZQ_qR/view?usp=sharing,,https://drive.google.com/file/d/1IofoEEU690UQUno5-AjLbjWBvEAETLGa/view?usp=sharing,Transiciones en 2vs1 o 3vs2 (el equipo atacante elige con cuántos salen y los defensores reaccionan). El equipo defensor cuenta con un defensor extra que elimina la inferioridad y que sale cuando el poseedor de balón atraviesa la línea discontinua. Los otros tienen que temporizar hasta que llegue la ayuda.
